App Name,Category,Free,Currency,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Ilmu Hikmah Asma Suryani,Books & Reference,TRUE,USD,4.1 and up,Kumpulan Doa Sukses,,kumpulandoasukses@gmail.com,"Apr 21, 2017","Sep 10, 2020",Everyone,https://kumpulandoasukses09.blogspot.com/2018/10/privacy-policy-kumpulan-doa-sukses.html,TRUE,FALSE,FALSE,2021-06-15 20:19:53
Cherry On Cake,Shopping,TRUE,USD,5.0 and up,Deepanshu Rawat,https://mektricals.com,shivpalharnawa123@gmail.com,"Jul 27, 2020","Jul 30, 2020",Everyone,https://mektricals.com/cheery-on-cake-privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:53
Magic Snap: Momotaro,Trivia,TRUE,USD,4.1 and up,Auer Media & Entertainment,http://www.auer.com.tw/,auer12768246@gmail.com,"Mar 22, 2019","Jun 17, 2019",Everyone,http://www.auer.com.tw/privacy.jsp,TRUE,TRUE,FALSE,2021-06-15 20:19:53
TPV ZuinqStudio,Productivity,TRUE,USD,5.0 and up,Zuinq Studio,https://www.ismygym.com,apps@zuinqstudio.com,"Nov 23, 2020","Jan 15, 2021",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:53
Standalone Golf GPS by Hole19,Sports,FALSE,USD,7.1 and up,Hole19,https://www.hole19golf.com,help@hole19golf.com,"Feb 7, 2017","Dec 22, 2020",Everyone,https://www.hole19golf.com/terms/#PrivacyPolicy,FALSE,FALSE,FALSE,2021-06-15 20:19:53
Birds Images Wallpapers,Photography,TRUE,USD,2.3 and up,vantoan,,levantoanlvat@gmail.com,"Mar 30, 2017","Sep 18, 2017",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:53
Daily key needs adhoc,Business,TRUE,USD,4.1 and up,RAZORSE Software Pvt Ltd,https://dkna.in,info@dkna.in,"May 7, 2020","May 10, 2020",Everyone,https://dkna.in/,FALSE,FALSE,FALSE,2021-06-15 20:19:53
DE Meeting,Business,TRUE,USD,4.1 and up,QuickMobile,http://www.quickmobile.com/contact/support,support@quickmobile.com,"Jun 8, 2017","Feb 15, 2018",Everyone,https://www.dominionenergy.com/privacy,TRUE,FALSE,FALSE,2021-06-15 20:19:53
Ö??Ö??Ö??Ö?çÖ??Ö??Ö?®Ö?? Ö??Ö??Ö??Ö?™Ö?®Ö??Ö?çÖ??Ö??Ö?? - Madhyamik Physical Science,Education,TRUE,USD,6.0 and up,D.Apps,https://madhyamikporasona.blogspot.com/,prasen2015jit@gmail.com,"Mar 17, 2020","Oct 13, 2020",Everyone,https://docs.google.com/document/d/e/2PACX-1vQ1jRvQ141ZZjOqtdHcrDQeigXkYl-6XzOB3iJzRRhzZlbtkIlYMa1rzMyFa9Tkr8FordKToDmfKuUD/pub,TRUE,FALSE,FALSE,2021-06-15 20:19:53
Happy Valentine's Day,Entertainment,TRUE,USD,4.0.3 and up,Rajat Studio,,rajatpuria@gmail.com,"Jan 5, 2020","Jan 05, 2020",Everyone,http://androidcodility.in/apis/privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:53
Pizza Pronto Nemours,Shopping,TRUE,USD,4.1 and up,DES-CLICK,http://www.des-click.com,desclick.website@gmail.com,"Apr 26, 2018","Jan 07, 2019",Everyone,https://www.pizza-pronto-nemours.com/mentions-legales.php,FALSE,FALSE,FALSE,2021-06-15 20:19:53
Diwali Photo Frame 2021,Photography,TRUE,USD,4.4 and up,Photo Editor and Photo Frame 2021,,musicinfoteach@gmail.com,"Oct 2, 2019","Aug 31, 2020",Everyone,https://dgvd99.blogspot.com/,TRUE,FALSE,FALSE,2021-06-15 20:19:53
Simply Learn Portuguese,Travel & Local,TRUE,USD,4.3 and up,Simya Solutions Ltd.,http://www.simplylearnlanguages.com,support@simyasolutions.com,"Jun 18, 2017","Apr 20, 2021",Everyone,https://simplylearnlanguages.com/privacy.html,TRUE,TRUE,FALSE,2021-06-15 20:19:54
A Spanish Word A Day,Education,TRUE,USD,4.1 and up,Processing Box,http://www.processing-box.com,contact@processing-box.com,"Mar 8, 2017","May 17, 2017",Everyone,,FALSE,TRUE,FALSE,2021-06-15 20:19:54
Berlin Travel Guide in english with map,Travel & Local,TRUE,USD,4.1 and up,minube,https://www.minube.com/que_ver/alemania/berlin/berlin,android@minube.com,"Mar 12, 2018","Mar 31, 2020",Everyone,https://www.minube.com/politica-privacidad,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Dr.Cardio ECG,Medical,TRUE,USD,4.1 and up,ajinkya puranik,,kavitultechnologies@gmail.com,"Mar 1, 2021","Mar 01, 2021",Everyone,https://www.schoolsoftwares.co.in/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Premium Card |???????˙?????? ???????????˝??,Business,TRUE,USD,6.0 and up,Omer abdalgader ibrahim mohammed,https://www.premium-card.sa/en/,asdcoder2000@gmail.com,"Dec 30, 2018","Jan 27, 2020",Teen,https://www.premium-card.sa/en/,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Papillon Salat & Sandwiches,Shopping,TRUE,USD,5.0 and up,OrderYOYO,http://www.orderyoyo.com,thor@orderyoyo.com,"Nov 14, 2018","Nov 01, 2020",Mature 17+,https://orderyoyo.com/privacy-promise/DK,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Speed Resto,Food & Drink,TRUE,USD,4.2 and up,Bamboomedia,http://www.bamboomedia.net,ptsudiarta@gmail.com,"Jan 23, 2018","Jan 09, 2021",Everyone,http://indocloudsoft.com/speedresto/other/privacypolicy.htm,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Congr??s GEM 2017,Medical,TRUE,USD,4.1 and up,myQaa SAS,https://myqaa.com,apps@myqaa.com,"Nov 24, 2015","Nov 27, 2017",Everyone,https://myqaa.com/privacy-policy.php,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Mobil xizmat,Communication,TRUE,USD,4.1 and up,Personal Development Process,https://pdp.uz,pdpuzinfo@gmail.com,"Jun 25, 2020","Aug 06, 2020",Everyone,https://pdp.uz,FALSE,FALSE,FALSE,2021-06-15 20:19:54
PHOENIX CONTACT VISU+ mobile,Business,TRUE,USD,4.1 and up,Phoenix Contact GmbH & Co. KG,http://www.phoenixcontact.de,phoenixcontactemag@gmail.com,"Aug 5, 2014","Jun 25, 2020",Everyone,http://www.phoenixcontact.com/corporate_data_protection,FALSE,FALSE,FALSE,2021-06-15 20:19:54
e-SPTPD Kab Subang,Finance,TRUE,USD,4.4 and up,openSIPKD,http://opensipkd.com,devel@opensipkd.com,"Jun 14, 2019","Jan 12, 2021",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Bebe Rexha The Best New Music Video Collection,Music & Audio,TRUE,USD,4.1 and up,Fawwaz Sound,http://fawwassound.blogspot.com,jjanuardi909@gmail.com,"Jul 23, 2019","Mar 30, 2020",Mature 17+,https://sites.google.com/view/fawwazsound,TRUE,FALSE,FALSE,2021-06-15 20:19:54
"WebCode - ide for html, css and javascript",Productivity,TRUE,USD,4.1 and up,Alif software,,alifsoftware6@gmail.com,"Sep 7, 2018","Jun 05, 2021",Everyone,,FALSE,TRUE,FALSE,2021-06-15 20:19:54
?Å?????Å??Å®????ü¶?ü¨?ü??ü???¯-Ñ¨?Ü?≠ë??Üê??Å???õ?ü??ü¶,Lifestyle,TRUE,USD,5.0 and up,"Right Co.,Ltd.",,info@kuripon.net,"May 10, 2019","Dec 11, 2019",Everyone,http://kuripon.net/PrivacyPolicy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Ahuja Residences,House & Home,TRUE,USD,4.4 and up,Asset Infinity,https://www.ahujaresidences.com/,birendra.kumar@ahujaresidency.com,,"Oct 19, 2019",Everyone,https://www.ahujaresidences.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:54
SG-LockDown,Productivity,TRUE,USD,8.0 and up,Smart Gladiator,http://www.smargladiator.com,smartgladiator1@gmail.com,"May 24, 2021","May 24, 2021",Everyone,https://loadproof.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:54
ascula,Communication,TRUE,USD,4.4 and up,Angel Business Communications,http://www.angelbc.com,alex.mayo@angelbc.com,"Apr 3, 2018","Nov 22, 2018",Everyone,http://www.angelbc.com/privacy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:54
YamaTrack Mobile,Sports,TRUE,USD,4.0 and up,"L1 Technologies, Inc.",http://www.yamatrack.com,support@l1inc.com,"Feb 23, 2016","Jan 23, 2019",Everyone,https://igolfpowered.com/privacy-policy-yamatrack,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Data Sturcture MCQS,Books & Reference,TRUE,USD,2.3 and up,kingzApps,,kingzitsol@gmail.com,"Mar 15, 2017","Mar 15, 2017",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:54
Como mejorar tu cerebro,Health & Fitness,TRUE,USD,4.1 and up,rouseapps,http://rouse-app.com,aplicacionesambato@gmail.com,"Jul 31, 2017","Feb 09, 2021",Teen,http://myappterms.com/reader.php?id=1,TRUE,FALSE,FALSE,2021-06-15 20:19:54
Pure Gas,Maps & Navigation,TRUE,USD,5.0 and up,"AutoLean, Inc.",http://www.pure-gas.org,info@autolean.com,"Mar 23, 2013","Jan 21, 2021",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:54
Total stages infimiers,Medical,TRUE,USD,4.4 and up,Setes Editions,http://www.editions-setes.com/,setes.editions@gmail.com,,"Oct 08, 2018",Everyone,http://tsi.editions-setes.com/cgu/CGU.pdf,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Promes,Video Players & Editors,TRUE,USD,4.2 and up,Recep AKCAN,http://www.promes.pro,ask@promes.pro,"Jul 2, 2018","Sep 03, 2020",Everyone,http://www.promes.pro,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Coimbatore Musicals,Shopping,TRUE,USD,5.0 and up,PG Softwares,http://www.coimbatoremusicals.com,coimbatoremusicals@gmail.com,"Jul 24, 2019","Sep 30, 2019",Everyone,http://www.coimbatoremusicals.com/privacy_policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Gorky Street,Health & Fitness,TRUE,USD,5.1 and up,Perfect Gym Go Sp. z o.o.,http://www.perfectgym.com,support@perfectgym.com,"Oct 15, 2019","Jun 14, 2021",Everyone,http://www.perfectgymgo.com/termsandconditions,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Fazzaco,Business,TRUE,USD,6.0 and up,Fazzaco ltd,https://www.fazzaco.com/,service@fazzaco.com,"Jun 9, 2020","May 17, 2021",Everyone,https://www.fazzaco.com/getPrivacyAgreement,TRUE,FALSE,FALSE,2021-06-15 20:19:55
Love Icon Pack,Personalization,TRUE,USD,2.3.3 and up,Unique Undead,http://www.uniqueundead.com,unique.undead@gmail.com,"Aug 14, 2014","May 12, 2015",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:55
PaySou,Business,TRUE,USD,4.4 and up,Hotshot Mentors,,aboobacker5577@gmail.com,"Jan 9, 2021","Jan 09, 2021",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Dr. Nearchos Panayi Orthodontist,Tools,TRUE,USD,4.1 and up,Neoptolemos Papadiofantous,https://www.facebook.com/nearchosortho/,dr.panayi@cytanet.com.cy,"May 9, 2020","Oct 25, 2020",Everyone,https://www.facebook.com/tomis.papadiofantous,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Errands,Business,TRUE,USD,4.4 and up,Errands Davao,http://www.errands.ph/,support@errands.ph,"Jun 16, 2020","Jul 20, 2020",Everyone,http://www.errands.ph/privacypolicy,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Duo Cylinder,Arcade,TRUE,USD,4.1 and up,rayhana,https://anasalfayez.blogspot.com/,Anasalfayez.dev@gmail.com,"Nov 9, 2020","Dec 02, 2020",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:55
Baby Instrument Sounds 2,Music,TRUE,USD,4.4 and up,Toddlerama,http://toddlerama.app,info@toddlerama.app,"Oct 21, 2020","Apr 05, 2021",Everyone,https://toddlerama.app/,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Daily Farm - Idle Farm,Simulation,TRUE,USD,4.1 and up,Infinite Speed Tech.,,runninggamesinc@gmail.com,"Apr 29, 2020","Jul 09, 2020",Everyone,https://sites.google.com/view/amazinggamesinter,TRUE,TRUE,FALSE,2021-06-15 20:19:55
Altagama Revista,News & Magazines,TRUE,USD,4.1 and up,Magzter Inc.,http://www.magzter.com,help@magzter.com,"Apr 6, 2015","Aug 26, 2020",Everyone,http://www.magzter.com/privacy-policy,FALSE,TRUE,FALSE,2021-06-15 20:19:55
FoodCyclon Restaurant App,Food & Drink,TRUE,USD,4.1 and up,FC Web Solutions (OPC) Pvt Ltd,http://www.foodcyclon.com,support@foodcyclon.com,"Sep 8, 2018","Sep 18, 2019",Everyone,http://admin.foodcyclon.com/,FALSE,FALSE,FALSE,2021-06-15 20:19:55
??nvéü??éüm animalele,Educational,TRUE,USD,4.2 and up,Onea Mario,,mario.onea22@gmail.com,"Feb 8, 2019","Feb 08, 2019",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:55
Double Path,Casual,TRUE,USD,4.1 and up,Marga Apps,,margaappinc@gmail.com,"Jun 9, 2020","Jun 18, 2020",Everyone,https://margaapps.wixsite.com/marga,TRUE,FALSE,FALSE,2021-06-15 20:19:55
AR Car Drive : Camera Version,Racing,TRUE,USD,2.3 and up,Zabuza Labs,http://zabuzalabs.com,manas.gajare@zabuzalabs.com,"Jun 25, 2016","Jun 27, 2016",Everyone,http://zabuzalabs.com/privacy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Santa Maria Maasbree,Shopping,TRUE,USD,2.3.3 and up,Appsmen,http://www.mijnbezorgapp.nl,contact@appsmen.nl,,"Jul 15, 2018",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Infinity Loves ATL,Dating,TRUE,USD,4.1 and up,Infinity Loves ATL,,info@infinitylovesatl.com,"Apr 17, 2017","Apr 18, 2017",Mature 17+,http://www.infinitylovesatl.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:55
Hip Hop & Rab World Radio Station,Entertainment,TRUE,USD,4.1 and up,demonhomsuk,,yadotcomser@gmail.com,"Sep 15, 2017","Sep 04, 2019",Everyone,http://demondev.tarad.top/privacy_policy.txt,TRUE,FALSE,FALSE,2021-06-15 20:19:55
Rice,Education,TRUE,USD,4.1 and up,Averta Strategy,http://dbskkv.org/,akmudbskkvsocialmedia@gmail.com,"Aug 22, 2018","Feb 13, 2020",Everyone,http://dbskkv.org/privacy-policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:55
ç??ç˝?ç??â?¨ç??â??,Lifestyle,TRUE,USD,5.0 and up,ç??ç˝?,https://www.suncheon.go.kr/kr/,suncheonsi@korea.kr,"Dec 19, 2019","Dec 27, 2019",Everyone,https://www.suncheon.go.kr/kr/etc/0002/0001/0001/,FALSE,FALSE,FALSE,2021-06-15 20:19:56
WiFi Connection Checker,Productivity,TRUE,USD,4.4 and up,nomura,,nom.conv@gmail.com,"Nov 17, 2018","Mar 21, 2019",Everyone,https://privacypolicy-26335.firebaseapp.com/chkwifi.htm,TRUE,FALSE,FALSE,2021-06-15 20:19:56
???Ø?¯?˝?¯ •Å?Ê???????´•è,Books & Reference,TRUE,USD,4.1 and up,Hnakra,,chapter_today@mail.ru,"Feb 13, 2021","Feb 13, 2021",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:56
Time Investment,Finance,TRUE,USD,4.1 and up,TIME INVESTMENT,http://www.timeinvestment.in,timeinvestment@gmail.com,"Oct 18, 2018","Mar 18, 2019",Everyone,http://www.timeinvestment.in/privacy-policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:56
Impossible Bicycle Stunt - Mega Ramp BMX Bicycle,Auto & Vehicles,TRUE,USD,5.1 and up,Gold Games Studio - Best Puzzle & Casino Games,,noffaapps@gmail.com,"Mar 20, 2020","Mar 20, 2020",Teen,http://goldgamestown.blogspot.com/p/blog-page_8.html,TRUE,TRUE,FALSE,2021-06-15 20:19:56
Free Fast VPN - Safe and Private,Tools,TRUE,USD,4.4 and up,TIFFANI ADELIA,https://tiffaniadelia.blogspot.com/,crottyjoseph293@gmail.com,"Apr 21, 2020","May 16, 2020",Everyone,https://tiffaniadelia.blogspot.com/p/apps-privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:56
Calculadora Cient??fica Gratuita,Tools,TRUE,USD,4.0.3 and up,Carlos Murcia,,desarrollandoapps1@gmail.com,"Jul 29, 2019","Oct 09, 2019",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:56
?ù?????ê: •??˝?Ê?Ø??•??´•??Ê •??¯•Å•?,Shopping,TRUE,USD,5.0 and up,Nika watch factory,http://nikawatches.ru,nikawatchesimshop@gmail.com,"Apr 8, 2019","Feb 28, 2021",Everyone,https://imshop.io/privacy,FALSE,FALSE,FALSE,2021-06-15 20:19:56
Caller Name & Location Tracker Phone call,Tools,TRUE,XXX,5.0 and up,PT. TELEPATI GIRI SEMESTA,,telepatigirisemesta@gmail.com,"May 24, 2021","May 24, 2021",Everyone,https://appprivacypolicy101.blogspot.com/2021/05/app-privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:56
kelle,Arcade,TRUE,CAD,4.1 and up,ALEMAYEHU,,alexedossa@gmail.com,"Aug 19, 2020","Aug 19, 2020",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:56
Blue Bird Senior Secondary School,Education,TRUE,USD,4.4 and up,eShiksa,,eshiksa@gmail.com,"Apr 16, 2021","Apr 22, 2021",Everyone,http://eshiksa.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:56
Radio FM Zu Romania,Music & Audio,TRUE,USD,4.4 and up,"Radios, Images, Recipes, Phrases and more apps",https://radiosimagesrecipesphrasesandmoreapps.blogspot.com/,appsfreesoporte2@gmail.com,"Mar 9, 2019","Aug 12, 2020",Everyone,https://privacypolicyappsfreesoporte.blogspot.com/2018/07/privacy-policy-of-radios-images-recipes.html,TRUE,FALSE,FALSE,2021-06-15 20:19:56
Career's Hub,Education,TRUE,USD,4.4 and up,Exampeer,,support@exampeer.com,"Jun 1, 2020","Aug 22, 2020",Everyone,https://www.firebase.com/terms/privacy-policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:56
LogIt,Business,TRUE,USD,4.4 and up,RCR Informatica Ltda.,http://www.rcrinformatica.com,paolorr@rcrinformatica.com,"Aug 19, 2016","Oct 19, 2016",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:56
Reindeer Live Keyboard Theme,Personalization,TRUE,USD,3.0 and up,Live Keyboard Theme Store,,saurabhrj042@gmail.com,"Nov 8, 2016","Nov 08, 2016",Everyone,http://www.hostkode.com/live_keyboard/privacy_policy/index.html,TRUE,FALSE,FALSE,2021-06-15 20:19:56
Total Soccer: Road to Glory,Sports,TRUE,USD,5.0 and up,PLAYRMAKR,http://playrmakr.com,info@playrmakr.com,"Jun 11, 2018","Aug 15, 2018",Everyone,http://playrmakr.com/privacy-policy/,TRUE,TRUE,FALSE,2021-06-15 20:19:57
Theme for Oppo K3,Personalization,TRUE,USD,4.4 and up,Bara studio,,ringtonesstar@gmail.com,"Aug 4, 2019","Apr 24, 2021",Everyone,https://docs.google.com/document/d/e/2PACX-1vTFCuEGMM8qa1Yevn3qO6gtcTtXJF7cj9v8GnhbqEeLVh7pnK_tWhIhWhatnZ5IgXiG_B3QjZbOsMXL/pub,TRUE,FALSE,FALSE,2021-06-15 20:19:57
DJUCED App,Music & Audio,TRUE,USD,Varies with device,Guillemot Corporation,http://www.djuced.com,team@djuced.com,"Oct 24, 2014","Nov 28, 2018",Everyone,http://www.djuced.com/en/content/privacy-policy,TRUE,FALSE,FALSE,2021-06-15 20:19:57
Map Your Empire - Live Chat,Social,TRUE,USD,4.1 and up,BitGames Mobile LLC,http://www.mapyourempire.com,Support@mapyourempire.com,"Apr 19, 2017","Apr 19, 2017",Teen,http://www.mapyourempire.com/privacy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:57
History of Uganda,Books & Reference,TRUE,USD,4.4 and up,KaharrAppsStudio,https://k-a-studio.blogspot.com,official.castudio@gmail.com,"Jun 7, 2019","Jun 29, 2019",Everyone,https://k-a-studio.blogspot.com/p/terms-and-conditions.html?m=1,TRUE,FALSE,FALSE,2021-06-15 20:19:57
GRV INVESTMENT,Finance,TRUE,USD,4.1 and up,The Portfolio App,,grvinvestment17@gmail.com,"Mar 28, 2020","Mar 28, 2020",Everyone,http://www.grvinvestment.com/,FALSE,FALSE,FALSE,2021-06-15 20:19:57
Aptso Exports,Business,TRUE,USD,4.1 and up,Aptso Technologies India,https://www.aptsoexports.com,info@aptsoexports.com,"Mar 5, 2017","Dec 31, 2019",Everyone,https://www.aptsoexports.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:57
Kunbi,Business,TRUE,USD,4.4 and up,Kunbi Official,http://kunbi.co.in,contact@kunbi.co.in,"Jul 11, 2019","Jul 11, 2019",Everyone,http://kunbi.co.in/website/pages/privacy,FALSE,FALSE,FALSE,2021-06-15 20:19:57
Pathshalaeschool,Education,TRUE,XXX,5.1 and up,New Hope Labs,,winualldevs@gmail.com,"May 4, 2021","May 20, 2021",Everyone,https://www.winuall.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:57
Senville,Lifestyle,TRUE,USD,4.1 and up,NetHome Plus,https://senville.com/support/,yafeilamodu@gmail.com,"Jan 16, 2019","Jun 10, 2020",Everyone,https://senville.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:57
??•ü?Ò?¯?´•?.?õ•??¯?´•Å?®??•?•?,Maps & Navigation,TRUE,USD,5.1 and up,"?????? ""??•ü?Ò?¯?´•?-???´•???•??¨-?ù???Ø?????´??-????""",http://kih.ru,buh@kih.ru,"Nov 8, 2017","Dec 07, 2020",Everyone,http://www.kih.ru/mobile-privacy/,FALSE,FALSE,FALSE,2021-06-15 20:19:57
"Cooling Master - Phone Cooler Free, CPU better",Tools,TRUE,USD,4.4 and up,Biscuit Co.,https://new-cooler.web.app,biscuit.may.co+support@gmail.com,"Jun 19, 2020","May 25, 2021",Everyone,https://new-cooler.web.app/privacy.html,TRUE,TRUE,FALSE,2021-06-15 20:19:57
Don't tap the Christmas Tree!,Arcade,TRUE,USD,2.3.3 and up,Hashtag games,http://www.parudi.com,sales@parudi.com,"Dec 6, 2014","Dec 10, 2014",Everyone,http://www.spotthenumber.com/privacy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:57
Katrina Kaif Wallpapers 2021,Personalization,TRUE,USD,5.0 and up,zeroapp,,tumpasarkar03217@gmail.com,"Feb 12, 2019","Jun 01, 2021",Mature 17+,https://zeroapptermofuse.blogspot.com/2019/02/katrina-kaif-wallpapers-2019.html,TRUE,FALSE,FALSE,2021-06-15 20:19:57
QwikerPay Merchant,Finance,TRUE,USD,5.0 and up,MSS Payments,https://qwikerpay.com/,care@qwikerpay.com,"Mar 18, 2020","Mar 19, 2020",Everyone,https://qwikerpay.com/privacy-policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:57
Sell Buy Hold,Finance,TRUE,USD,4.0.3 and up,SungWon Jo,,waterbottle54@naver.com,"May 4, 2020","May 05, 2020",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:57
Drew Gatherer PT,Health & Fitness,TRUE,USD,6.0 and up,TRAINERIZE,http://drewgathererpt.trainerize.com/,help@trainerize.com,"May 6, 2020","May 31, 2021",Everyone,http://www.trainerize.com/privacy.aspx,FALSE,FALSE,FALSE,2021-06-15 20:19:58
WordSparks - Startup Quotes,Lifestyle,TRUE,USD,4.1 and up,Antarjaal Innovations Private Limited,http://www.antarjaal.com,info@antarjaal.com,"Oct 27, 2014","Jun 06, 2018",Everyone,http://antarjaal.com/privacy_policy_android.html,TRUE,FALSE,FALSE,2021-06-15 20:19:58
Photo and Video Locker,Tools,TRUE,USD,4.2 and up,Arise World,http://privatediarywithlock.com/,support_photo_locker@privatediarywithlock.com,"Oct 15, 2016","May 06, 2021",Everyone,http://privatediarywithlock.com/policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:58
Duo+ Hangout,Role Playing,TRUE,USD,4.1 and up,Androtech developers,,androtechdevelopers647@gmail.com,"May 6, 2021","May 29, 2021",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:58
LIMO : The Bus Directory,Maps & Navigation,TRUE,USD,4.1 and up,Infoblink Software Development,http://www.info-blink.com,limontaxi@info-blink.com,"Jan 8, 2016","Oct 23, 2019",Everyone,http://www.limontaxi.com/tos-passenger/,FALSE,FALSE,FALSE,2021-06-15 20:19:58
Hairstyles for your face,Photography,TRUE,USD,4.4 and up,Best Photo Apps,,best.photo.app@gmail.com,"Sep 27, 2017","Apr 26, 2021",Teen,http://bestphotoapps.ru/privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:58
FamOn,Communication,TRUE,USD,5.0 and up,FamGroup (Pty) Ltd,https://www.famon.co.za/,thabo@famgroup.co.za,"Sep 21, 2019","Apr 26, 2020",Everyone,https://famcast.co.za/privacy-policy/,TRUE,FALSE,FALSE,2021-06-15 20:19:58
çù?ç?ˇç??°üÅ - ç?ùà??â??ç?ˇçˇ?,Finance,TRUE,USD,5.0 and up,(çú¨)ç??ç??â??,http://www.itstock.co.kr/,pinpoint0@naver.com,"Dec 10, 2019","Dec 11, 2019",Everyone,http://www.itstock.co.kr/member/join_step1.asp,FALSE,FALSE,FALSE,2021-06-15 20:19:58
Enigma Radio,Music & Audio,TRUE,USD,4.1 and up,APPSTREAMING.NET DEVELOPER,https://capasiete.com,soporte@capasiete.com,"Jan 18, 2021","Jan 18, 2021",Everyone,https://appstreaming.net/politica-de-privacidad.html,FALSE,FALSE,FALSE,2021-06-15 20:19:58
Gatekeeper Systems StorePort,Business,TRUE,USD,4.4 and up,Gatekeeper Systems,http://www.gatekeepersystems.com,MobileApps@gatekeepersystems.com,"Feb 4, 2015","Apr 10, 2019",Everyone,https://storeport.gatekeepersystems.com,FALSE,FALSE,FALSE,2021-06-15 20:19:58
Dinosaur Wallpaper,Personalization,TRUE,USD,5.0 and up,KG TasaréÒm,,ayseltunahantuna@gmail.com,"Apr 19, 2020","Apr 19, 2020",Everyone,https://sites.google.com/view/kgtasarim-privacy-policy/ana-sayfa,TRUE,FALSE,FALSE,2021-06-15 20:19:58
Inverted Space Ship,Casual,TRUE,USD,4.4 and up,Wassapbro,,wassapbro10@gmail.com,"Jan 6, 2021","Jan 06, 2021",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:58
Hours and Pay,Tools,TRUE,USD,5.0 and up,Alabama App Builders LLC,https://hoursandpayapp.com,admin@hoursandpayapp.com,"Jul 18, 2018","Jun 11, 2020",Everyone,https://hoursandpayapp.com,FALSE,FALSE,FALSE,2021-06-15 20:19:58
Learn Aircraft Systems,Education,TRUE,USD,4.4 and up,Shanthi Mary Creations,,prakashj2197@gmail.com,"Jul 5, 2020","Jul 12, 2020",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:58
E Currency & Money Converter- Exchange Rate 2021,Finance,TRUE,USD,4.4 and up,Aristocracy,https://ybafa7a9d.app-ads-txt.com,cratica05@gmail.com,"Aug 28, 2020","May 27, 2021",Everyone,https://foriegncurrencyexchangerate.blogspot.com/,TRUE,FALSE,FALSE,2021-06-15 20:19:58
